Tool,File,Contract,Vulnerability,Severity,SWC-ID,Remediation,Description/More Info,Execution time,Total Time
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1405 - 1830,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1431 - 1856,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1446 - 1541,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1600 - 1695,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1823 - 2248,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1041 - 1136,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 2015 - 2440,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 2235 - 2660,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 10697 - 32212,2097.514501810074,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 31093 - 114788,2097.514501810074,4094.578621149063
slither,smartbugs-dataset/bad_randomness/lucky_doubler.sol#L11-L191,LuckyDoubler,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.8058452606201172,4094.578621149063
slither,smartbugs-dataset/bad_randomness/lucky_doubler.sol#L127-L133,LuckyDoubler.rand(uint256),weak-prng,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.8058452606201172,4094.578621149063
slither,smartbugs-dataset/bad_randomness/lucky_doubler.sol#L67-L122,LuckyDoubler.join(),unchecked-send,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.8058452606201172,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/lucky_doubler.sol,LuckyDoubler,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 1105 - 35386,83.29102730751038,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/old_blockhash.sol,PredictTheBlockHashChallenge,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block.number environment variable.,Estimated Gas Usage: 1039 - 1324,77.28194093704224,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/old_blockhash.sol,PredictTheBlockHashChallenge,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block hash of a previous block.,Estimated Gas Usage: 8010 - 28865,77.28194093704224,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/old_blockhash.sol,PredictTheBlockHashChallenge,Unprotected Ether Withdrawal,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 8838 - 63879,77.28194093704224,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/old_blockhash.sol,PredictTheBlockHashChallenge,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 11382 - 52047,77.28194093704224,4094.578621149063
slither,smartbugs-dataset/bad_randomness/random_number_generator.sol#L14-L25,RandomNumberGenerator.random(uint256),weak-prng,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.6442337036132812,4094.578621149063
slither,smartbugs-dataset/bad_randomness/guess_the_random_number.sol#L22-L28,GuessTheRandomNumberChallenge.guess(uint8),arbitrary-send-eth,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.6399238109588623,4094.578621149063
slither,smartbugs-dataset/bad_randomness/guess_the_random_number.sol#L22-L28,GuessTheRandomNumberChallenge.guess(uint8),incorrect-equality,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,0.6399238109588623,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/guess_the_random_number.sol,GuessTheRandomNumberChallenge,Unprotected Ether Withdrawal,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 1851 - 36462,63.88093662261963,4094.578621149063
slither,smartbugs-dataset/bad_randomness/blackjack.sol#L45-L308,BlackJack,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.9809913635253906,4094.578621149063
slither,smartbugs-dataset/bad_randomness/blackjack.sol#L15-L22,"Deck.deal(address,uint8)",weak-prng,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.9809913635253906,4094.578621149063
slither,smartbugs-dataset/bad_randomness/blackjack.sol#L273-L278,BlackJack.getHouseCard(uint8),tautology,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,0.9809913635253906,4094.578621149063
slither,smartbugs-dataset/bad_randomness/lottery.sol#L11-L68,Lottery,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.6768093109130859,4094.578621149063
slither,smartbugs-dataset/bad_randomness/lottery.sol#L34-L51,Lottery.makeBet(),incorrect-equality,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,0.6768093109130859,4094.578621149063
mythril,smartbugs-dataset/bad_randomness/lottery.sol,Lottery,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block.number environment variable.,Estimated Gas Usage: 22131 - 103403,11.960726499557495,4094.578621149063
