filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails,source_file,subfolder
incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,honeybadger,solidity,2/27/23,20241211_2232,1733979684,74.31722474,0,{Money_flow},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,honeybadger,solidity,2/27/23,20241211_2232,1733958530,21.66761327,0,{Money_flow},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,honeybadger,solidity,2/27/23,20241211_2232,1733968197,10.60970783,0,{Money_flow},{},{},{},results_access-control.csv,access_control
mapping_write.sol,mapping_write.sol,honeybadger,solidity,2/27/23,20241211_2232,1733971925,56.3709414,0,{},{},{},{},results_access-control.csv,access_control
multiowned_vulnerable.sol,multiowned_vulnerable.sol,honeybadger,solidity,2/27/23,20241211_2232,1733965056,22.7412014,0,{Money_flow},{},{},{},results_access-control.csv,access_control
mycontract.sol,mycontract.sol,honeybadger,solidity,2/27/23,20241211_2232,1733978610,10.24840188,0,{},{},{},{},results_access-control.csv,access_control
parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,honeybadger,solidity,2/27/23,20241211_2232,1733975141,30.08085179,0,{},{analysis incomplete},{Solidity compilation failed},{},results_access-control.csv,access_control
parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,honeybadger,solidity,2/27/23,20241211_2232,1733960672,976.2161424,0,{Money_flow},{},{},{},results_access-control.csv,access_control
phishable.sol,phishable.sol,honeybadger,solidity,2/27/23,20241211_2232,1733962127,7.881995201,0,{Money_flow},{},{},{},results_access-control.csv,access_control
proxy.sol,proxy.sol,honeybadger,solidity,2/27/23,20241211_2232,1733967760,17.57882404,0,{},{},{},{},results_access-control.csv,access_control
rubixi.sol,rubixi.sol,honeybadger,solidity,2/27/23,20241211_2232,1733959598,141.2663374,0,{},{incomplete push instruction},{},{},results_access-control.csv,access_control
simple_suicide.sol,simple_suicide.sol,honeybadger,solidity,2/27/23,20241211_2232,1733973121,5.971613646,0,{},{},{},{},results_access-control.csv,access_control
unprotected0.sol,unprotected0.sol,honeybadger,solidity,2/27/23,20241211_2232,1733969390,14.09155679,0,{},{},{},{},results_access-control.csv,access_control
wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,honeybadger,solidity,2/27/23,20241211_2232,1733973538,11.16402984,0,{Money_flow},{},{},{},results_access-control.csv,access_control
wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,honeybadger,solidity,2/27/23,20241211_2232,1733975727,14.98442864,0,{Money_flow},{},{},{},results_access-control.csv,access_control
wallet_04_confused_sign.sol,wallet_04_confused_sign.sol,honeybadger,solidity,2/27/23,20241211_2232,1733959764,22.38093305,0,{Money_flow},{},{},{},results_access-control.csv,access_control
FibonacciBalance.sol,FibonacciBalance.sol,maian,solidity,11/11/22,20241211_2232,1733959857,749.2472208,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0x393944006c1b3a7ad9d04f1afec2df954b350198},{},results_access-control.csv,access_control
arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,maian,solidity,11/11/22,20241211_2232,1733961648,136.2123909,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,maian,solidity,11/11/22,20241211_2232,1733969570,308.6559708,0,{Ether_leak_verified},{analysis incomplete},"{Transaction HexBytes('0x249e1c7037578d28896d06ba5f71f29eedc3a887,Unknown operation}",{},results_access-control.csv,access_control
incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,maian,solidity,11/11/22,20241211_2232,1733973322,75.40888047,0,"{Ether_leak_verified,Not_destructible_no_self_destruct}",{},{Unknown operation},{},results_access-control.csv,access_control
incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,maian,solidity,11/11/22,20241211_2232,1733959259,339.2551539,0,{Ether_leak_verified},{analysis incomplete},"{Transaction HexBytes('0xbce51e7b398453425de185794e4cbaf50ce45e93,Unknown operation}",{},results_access-control.csv,access_control
mapping_write.sol,mapping_write.sol,maian,solidity,11/11/22,20241211_2232,1733956393,312.5960886,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{analysis incomplete},{Transaction HexBytes('0xd1ad88bcecd517caf8b5ae8e5035dfd33dca062f},{},results_access-control.csv,access_control
multiowned_vulnerable.sol,multiowned_vulnerable.sol,maian,solidity,11/11/22,20241211_2232,1733978770,132.6013193,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{},results_access-control.csv,access_control
mycontract.sol,mycontract.sol,maian,solidity,11/11/22,20241211_2232,1733972181,63.27627087,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{},results_access-control.csv,access_control
parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,maian,solidity,11/11/22,20241211_2232,1733960568,70.37022567,0,{},{},"{Cannot compile the contract,Contract DeclarationError: does NOT exist}",{},results_access-control.csv,access_control
parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,maian,solidity,11/11/22,20241211_2232,1733978150,445.173058,0,"{Destructible_verified,Ether_leak_verified,No_Ether_leak_no_send,No_Ether_lock_Ether_refused}",{analysis incomplete},{Transaction HexBytes('0x0bc2dce33b0efa439f33ac0c82f3b50f923f282b},{},results_access-control.csv,access_control
phishable.sol,phishable.sol,maian,solidity,11/11/22,20241211_2232,1733956705,1089.354214,0,{Not_destructible_no_self_destruct},{},{},{},results_access-control.csv,access_control
proxy.sol,proxy.sol,maian,solidity,11/11/22,20241211_2232,1733962865,70.26754236,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{},results_access-control.csv,access_control
rubixi.sol,rubixi.sol,maian,solidity,11/11/22,20241211_2232,1733960621,406.4528885,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{},results_access-control.csv,access_control
simple_suicide.sol,simple_suicide.sol,maian,solidity,11/11/22,20241211_2232,1733969993,89.156353,0,"{Destructible_verified,Ether_leak_verified,No_Ether_lock_Ether_refused}",{},{},{},results_access-control.csv,access_control
unprotected0.sol,unprotected0.sol,maian,solidity,11/11/22,20241211_2232,1733957562,267.3679371,0,{No_Ether_lock_Ether_refused},{analysis incomplete},{Transaction HexBytes('0x41d77cdbfbfb9c466ff9fbca9552d57807bab709},{},results_access-control.csv,access_control
wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,maian,solidity,11/11/22,20241211_2232,1733960720,71.01378226,0,{Not_destructible_no_self_destruct},{},{Unknown operation},{},results_access-control.csv,access_control
wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,maian,solidity,11/11/22,20241211_2232,1733973127,80.01053381,0,"{Ether_leak_verified,Not_destructible_no_self_destruct}",{},{Unknown operation},{},results_access-control.csv,access_control
wallet_04_confused_sign.sol,wallet_04_confused_sign.sol,maian,solidity,11/11/22,20241211_2232,1733969417,440.4820271,0,{Ether_leak_verified},{analysis incomplete},"{Transaction HexBytes('0x66fb2290faa19ade9e39b4c4766cfd7747fe5dfd,Unknown operation}",{},results_access-control.csv,access_control
FibonacciBalance.sol,FibonacciBalance.sol,manticore,solidity,11/17/22,20241211_2232,1733972088,2017.475035,NA,{},{},{},{DOCKER_TIMEOUT},results_access-control.csv,access_control
arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,manticore,solidity,11/17/22,20241211_2232,1733963038,2017.357747,NA,{},{},{},"{DOCKER_TIMEOUT,exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_access-control.csv,access_control
incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,manticore,solidity,11/17/22,20241211_2232,1733967617,142.7434812,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,manticore,solidity,11/17/22,20241211_2232,1733973567,131.0846875,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,manticore,solidity,11/17/22,20241211_2232,1733979824,153.6398468,0,{},{},{},{},results_access-control.csv,access_control
mapping_write.sol,mapping_write.sol,manticore,solidity,11/17/22,20241211_2232,1733976748,2021.757349,NA,{},{},{},"{DOCKER_TIMEOUT,exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_access-control.csv,access_control
multiowned_vulnerable.sol,multiowned_vulnerable.sol,manticore,solidity,11/17/22,20241211_2232,1733974113,2018.40995,NA,{},{},{},"{DOCKER_TIMEOUT,exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_access-control.csv,access_control
mycontract.sol,mycontract.sol,manticore,solidity,11/17/22,20241211_2232,1733969939,16.54497719,0,{},{},{},{},results_access-control.csv,access_control
parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,manticore,solidity,11/17/22,20241211_2232,1733967576,22.01975727,0,{},{},{solc error},{exception (AttributeError: 'NoneType' object has no attribute 'result')},results_access-control.csv,access_control
parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,manticore,solidity,11/17/22,20241211_2232,1733975171,2018.75352,NA,{},{},{},{DOCKER_TIMEOUT},results_access-control.csv,access_control
phishable.sol,phishable.sol,manticore,solidity,11/17/22,20241211_2232,1733969894,1164.511033,0,{},{},{},{},results_access-control.csv,access_control
proxy.sol,proxy.sol,manticore,solidity,11/17/22,20241211_2232,1733969500,2023.728775,NA,{},{},{},{DOCKER_TIMEOUT},results_access-control.csv,access_control
rubixi.sol,rubixi.sol,manticore,solidity,11/17/22,20241211_2232,1733977508,2017.271836,NA,{},{},{},"{DOCKER_TIMEOUT,exception (manticoree.core.state.Concretize),exception (manticoree.exceptions.manticoreeError: Forking on unfeasible constraint set)}",results_access-control.csv,access_control
simple_suicide.sol,simple_suicide.sol,manticore,solidity,11/17/22,20241211_2232,1733974260,8.46720314,0,{},{},{},{exception (manticoree.core.smtlib.expression.ExpressionEvalError: __bool__ for Bool)},results_access-control.csv,access_control
unprotected0.sol,unprotected0.sol,manticore,solidity,11/17/22,20241211_2232,1733967500,75.51112795,0,{},{},{},{},results_access-control.csv,access_control
wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,manticore,solidity,11/17/22,20241211_2232,1733961916,197.0689592,0,{},{},{},{},results_access-control.csv,access_control
wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,manticore,solidity,11/17/22,20241211_2232,1733968208,1142.295654,0,{},{},{},{},results_access-control.csv,access_control
wallet_04_confused_sign.sol,wallet_04_confused_sign.sol,manticore,solidity,11/17/22,20241211_2232,1733973215,107.3603308,0,{},{},{},{},results_access-control.csv,access_control
FibonacciBalance.sol,FibonacciBalance.sol,mythril,solidity,3/24/24,20241211_2232,1733961784,131.9338677,1,"{Delegatecall_to_user_supplied_address_SWC_112,Multiple_Calls_in_a_Single_Transaction_SWC_113,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",{},{},{},results_access-control.csv,access_control
arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,mythril,solidity,3/24/24,20241211_2232,1733970104,59.55909014,1,"{Integer_Arithmetic_Bugs_SWC_101,Write_to_an_arbitrary_storage_location_SWC_124}",{},{},{},results_access-control.csv,access_control
incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,mythril,solidity,3/24/24,20241211_2232,1733973397,26.11345148,1,{Transaction_Order_Dependence_SWC_114},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,mythril,solidity,3/24/24,20241211_2232,1733963085,30.19592166,1,{Transaction_Order_Dependence_SWC_114},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,mythril,solidity,3/24/24,20241211_2232,1733958668,31.23806596,1,{Transaction_Order_Dependence_SWC_114},{},{},{},results_access-control.csv,access_control
mapping_write.sol,mapping_write.sol,mythril,solidity,3/24/24,20241211_2232,1733975794,83.25046182,1,"{Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114,Write_to_an_arbitrary_storage_location_SWC_124}",{},{},{},results_access-control.csv,access_control
multiowned_vulnerable.sol,multiowned_vulnerable.sol,mythril,solidity,3/24/24,20241211_2232,1733978902,337.7504742,1,"{Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{},results_access-control.csv,access_control
mycontract.sol,mycontract.sol,mythril,solidity,3/24/24,20241211_2232,1733979758,66.19615006,1,{Dependence_on_tx_origin_SWC_115},{},{},{},results_access-control.csv,access_control
parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,mythril,solidity,3/24/24,20241211_2232,1733978709,17.42019558,0,{},{},{Solc experienced a fatal error},{},results_access-control.csv,access_control
parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,mythril,solidity,3/24/24,20241211_2232,1733966291,1905.972028,0,{},{},{},{},results_access-control.csv,access_control
phishable.sol,phishable.sol,mythril,solidity,3/24/24,20241211_2232,1733962972,66.3339386,1,"{Dependence_on_tx_origin_SWC_115,Transaction_Order_Dependence_SWC_114,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{},results_access-control.csv,access_control
proxy.sol,proxy.sol,mythril,solidity,3/24/24,20241211_2232,1733958365,164.3054645,1,{Delegatecall_to_user_supplied_address_SWC_112},{},{},{},results_access-control.csv,access_control
rubixi.sol,rubixi.sol,mythril,solidity,3/24/24,20241211_2232,1733960445,206.3085349,1,{Exception_State_SWC_110},{},{},{},results_access-control.csv,access_control
simple_suicide.sol,simple_suicide.sol,mythril,solidity,3/24/24,20241211_2232,1733978142,7.79097414,139,{},{},{},{DOCKER_SEGV},results_access-control.csv,access_control
unprotected0.sol,unprotected0.sol,mythril,solidity,3/24/24,20241211_2232,1733967777,64.90950823,0,{},{},{},{},results_access-control.csv,access_control
wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,mythril,solidity,3/24/24,20241211_2232,1733958336,309.3761721,1,"{Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114}",{},{},{},results_access-control.csv,access_control
wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,mythril,solidity,3/24/24,20241211_2232,1733979731,172.9524028,1,"{Exception_State_SWC_110,Transaction_Order_Dependence_SWC_114}",{},{},{},results_access-control.csv,access_control
wallet_04_confused_sign.sol,wallet_04_confused_sign.sol,mythril,solidity,3/24/24,20241211_2232,1733963294,121.8564022,1,"{Exception_State_SWC_110,Integer_Arithmetic_Bugs_SWC_101,Unprotected_Ether_Withdrawal_SWC_105}",{},{},{},results_access-control.csv,access_control
FibonacciBalance.sol,FibonacciBalance.sol,osiris,solidity,2/27/23,20241211_2232,1733963030,18.72851825,0,{Overflow_bugs},{},{},{},results_access-control.csv,access_control
arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,osiris,solidity,2/27/23,20241211_2232,1733978620,13.80993342,0,{Overflow_bugs},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,osiris,solidity,2/27/23,20241211_2232,1733977203,7.147750378,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,osiris,solidity,2/27/23,20241211_2232,1733960312,55.30611873,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,osiris,solidity,2/27/23,20241211_2232,1733975707,11.96314073,0,{},{},{},{},results_access-control.csv,access_control
mapping_write.sol,mapping_write.sol,osiris,solidity,2/27/23,20241211_2232,1733967384,115.740514,0,{},{},{},{},results_access-control.csv,access_control
multiowned_vulnerable.sol,multiowned_vulnerable.sol,osiris,solidity,2/27/23,20241211_2232,1733967851,12.75239182,0,{},{},{},{},results_access-control.csv,access_control
mycontract.sol,mycontract.sol,osiris,solidity,2/27/23,20241211_2232,1733963049,7.409201622,0,{},{},{},{},results_access-control.csv,access_control
parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,osiris,solidity,2/27/23,20241211_2232,1733957418,74.32609224,0,{},{analysis incomplete},{Solidity compilation failed},{},results_access-control.csv,access_control
parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,osiris,solidity,2/27/23,20241211_2232,1733961557,1619.543709,0,"{Concurrency_bug,Overflow_bugs,Reentrancy_bug,Truncation_bugs,Underflow_bugs}",{},{SYMBOLIC EXECUTION TIMEOUT},{},results_access-control.csv,access_control
phishable.sol,phishable.sol,osiris,solidity,2/27/23,20241211_2232,1733956690,23.67382622,0,{},{},{},{},results_access-control.csv,access_control
proxy.sol,proxy.sol,osiris,solidity,2/27/23,20241211_2232,1733973069,51.89196324,0,{},{},{},{},results_access-control.csv,access_control
rubixi.sol,rubixi.sol,osiris,solidity,2/27/23,20241211_2232,1733967864,63.1164453,0,"{Callstack_bug,Concurrency_bug,Overflow_bugs,Underflow_bugs}",{incomplete push instruction},{},{},results_access-control.csv,access_control
simple_suicide.sol,simple_suicide.sol,osiris,solidity,2/27/23,20241211_2232,1733962135,7.716021538,0,{},{},{},{},results_access-control.csv,access_control
unprotected0.sol,unprotected0.sol,osiris,solidity,2/27/23,20241211_2232,1733966289,131.7106833,0,{},{},{},{},results_access-control.csv,access_control
wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,osiris,solidity,2/27/23,20241211_2232,1733973207,7.438399315,0,{Concurrency_bug},{},{},{},results_access-control.csv,access_control
wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,osiris,solidity,2/27/23,20241211_2232,1733969404,12.51128054,0,{Concurrency_bug},{},{},{},results_access-control.csv,access_control
wallet_04_confused_sign.sol,wallet_04_confused_sign.sol,osiris,solidity,2/27/23,20241211_2232,1733961027,14.76920819,0,"{Concurrency_bug,Underflow_bugs}",{},{},{},results_access-control.csv,access_control
FibonacciBalance.sol,FibonacciBalance.sol,oyente,solidity,2/27/23,20241211_2232,1733962942,11.93222308,0,{},{},{},{},results_access-control.csv,access_control
arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,oyente,solidity,2/27/23,20241211_2232,1733971059,8.95674777,0,"{Integer_Overflow,Integer_Underflow}",{},{},{},results_access-control.csv,access_control
incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,oyente,solidity,2/27/23,20241211_2232,1733969970,10.63564205,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,oyente,solidity,2/27/23,20241211_2232,1733962964,8.167570829,0,{},{},{},{},results_access-control.csv,access_control
incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,oyente,solidity,2/27/23,20241211_2232,1733961416,15.41808558,0,{},{},{},{},results_access-control.csv,access_control
mapping_write.sol,mapping_write.sol,oyente,solidity,2/27/23,20241211_2232,1733967441,80.78501368,0,{Integer_Overflow},{},{},{},results_access-control.csv,access_control
multiowned_vulnerable.sol,multiowned_vulnerable.sol,oyente,solidity,2/27/23,20241211_2232,1733970089,15.09443545,0,{},{},{},{},results_access-control.csv,access_control
mycontract.sol,mycontract.sol,oyente,solidity,2/27/23,20241211_2232,1733962935,7.454628944,0,{},{},{},{},results_access-control.csv,access_control
parity_wallet_bug_1.sol,parity_wallet_bug_1.sol,oyente,solidity,2/27/23,20241211_2232,1733973699,7.031780481,1,{},{analysis incomplete},{Solidity compilation failed},{},results_access-control.csv,access_control
parity_wallet_bug_2.sol,parity_wallet_bug_2.sol,oyente,solidity,2/27/23,20241211_2232,1733969872,26.11386824,0,{Integer_Overflow},{},{},{},results_access-control.csv,access_control
phishable.sol,phishable.sol,oyente,solidity,2/27/23,20241211_2232,1733960952,10.40660453,0,{},{},{},{},results_access-control.csv,access_control
