Folder,Filename,Vulnerability,Line Number,Source Code
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,699,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,701,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,703,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,705,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,707,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,709,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,711,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,713,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,715,// <yes> <report> BAD_RANDOMNESS
bad_randomness,smart_billions.sol,BAD_RANDOMNESS,717,// <yes> <report> BAD_RANDOMNESS
bad_randomness,guess_the_random_number.sol,BAD_RANDOMNESS,14,// <yes> <report> BAD_RANDOMNESS
reentrancy,reentrancy_bonus.sol,REENTRANCY,27,// <yes> <report> REENTRANCY
reentrancy,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,REENTRANCY,37,// <yes> <report> REENTRANCY
reentrancy,0x8c7777c45481dba411450c228cb692ac3d550344.sol,REENTRANCY,40,// <yes> <report> REENTRANCY
reentrancy,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,REENTRANCY,40,// <yes> <report> REENTRANCY
reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,REENTRANCY,28,// <yes> <report> REENTRANCY
reentrancy,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,REENTRANCY,93,// <yes> <report> REENTRANCY
reentrancy,reentrance.sol,REENTRANCY,23,// <yes> <report> REENTRANCY
reentrancy,reentrancy_dao.sol,REENTRANCY,17,// <yes> <report> REENTRANCY
reentrancy,modifier_reentrancy.sol,REENTRANCY,14,// <yes> <report> REENTRANCY
reentrancy,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,REENTRANCY,51,// <yes> <report> REENTRANCY
reentrancy,reentrancy_cross_function.sol,REENTRANCY,23,// <yes> <report> REENTRANCY
reentrancy,reentrancy_simple.sol,REENTRANCY,23,// <yes> <report> REENTRANCY
reentrancy,0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,REENTRANCY,43,// <yes> <report> REENTRANCY
reentrancy,etherstore.sol,REENTRANCY,26,// <yes> <report> REENTRANCY
reentrancy,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,REENTRANCY,28,// <yes> <report> REENTRANCY
reentrancy,spank_chain_payment.sol,REENTRANCY,425,// <yes> <report> REENTRANCY
reentrancy,spank_chain_payment.sol,REENTRANCY,429,// <yes> <report> REENTRANCY
reentrancy,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,REENTRANCY,39,// <yes> <report> REENTRANCY
reentrancy,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,REENTRANCY,62,// <yes> <report> REENTRANCY
reentrancy,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,REENTRANCY,53,// <yes> <report> REENTRANCY
reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,REENTRANCY,54,// <yes> <report> REENTRANCY
reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,REENTRANCY,28,// <yes> <report> REENTRANCY
reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,REENTRANCY,62,// <yes> <report> REENTRANCY
reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31.sol,REENTRANCY,53,// <yes> <report> REENTRANCY
reentrancy,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,REENTRANCY,37,// <yes> <report> REENTRANCY
reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,REENTRANCY,53,// <yes> <report> REENTRANCY
reentrancy,reentrancy_insecure.sol,REENTRANCY,16,// <yes> <report> REENTRANCY
reentrancy,etherbank.sol,REENTRANCY,20,// <yes> <report> REENTRANCY
reentrancy,simple_dao.sol,REENTRANCY,18,// <yes> <report> REENTRANCY
reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,REENTRANCY,53,// <yes> <report> REENTRANCY
reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,REENTRANCY,28,// <yes> <report> REENTRANCY
reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,REENTRANCY,28,// <yes> <report> REENTRANCY
unchecked_low_level_calls,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,UNCHECKED_LL_CALLS,13,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,UNCHECKED_LL_CALLS,44,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,UNCHECKED_LL_CALLS,96,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x4051334adc52057aca763453820cb0e045076ef3.sol,UNCHECKED_LL_CALLS,15,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,UNCHECKED_LL_CALLS,197,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,UNCHECKED_LL_CALLS,209,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,UNCHECKED_LL_CALLS,11,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,UNCHECKED_LL_CALLS,15,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,UNCHECKED_LL_CALLS,26,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,UNCHECKED_LL_CALLS,28,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,UNCHECKED_LL_CALLS,438,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,UNCHECKED_LL_CALLS,464,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,UNCHECKED_LL_CALLS,16,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,UNCHECKED_LL_CALLS,149,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,UNCHECKED_LL_CALLS,55,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x524960d55174d912768678d8c606b4d50b79d7b1.sol,UNCHECKED_LL_CALLS,20,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,etherpot_lotto.sol,UNCHECKED_LL_CALLS,108,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,etherpot_lotto.sol,UNCHECKED_LL_CALLS,140,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,UNCHECKED_LL_CALLS,200,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,UNCHECKED_LL_CALLS,212,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,UNCHECKED_LL_CALLS,96,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,UNCHECKED_LL_CALLS,99,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,UNCHECKED_LL_CALLS,105,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,UNCHECKED_LL_CALLS,132,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,UNCHECKED_LL_CALLS,38,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,UNCHECKED_LL_CALLS,13,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,UNCHECKED_LL_CALLS,15,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,UNCHECKED_LL_CALLS,38,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,lotto.sol,UNCHECKED_LL_CALLS,19,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,lotto.sol,UNCHECKED_LL_CALLS,26,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,UNCHECKED_LL_CALLS,28,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,UNCHECKED_LL_CALLS,18,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,UNCHECKED_LL_CALLS,54,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,UNCHECKED_LL_CALLS,96,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xf29ebe930a539a60279ace72c707cba851a57707.sol,UNCHECKED_LL_CALLS,15,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,mishandled.sol,UNCHECKED_LL_CALLS,13,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,UNCHECKED_LL_CALLS,161,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,UNCHECKED_LL_CALLS,174,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,UNCHECKED_LL_CALLS,179,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,UNCHECKED_LL_CALLS,191,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,UNCHECKED_LL_CALLS,13,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xbaa3de6504690efb064420d89e871c27065cdd52.sol,UNCHECKED_LL_CALLS,13,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,UNCHECKED_LL_CALLS,28,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,UNCHECKED_LL_CALLS,44,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,UNCHECKED_LL_CALLS,32,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,UNCHECKED_LL_CALLS,32,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,king_of_the_ether_throne.sol,UNCHECKED_LL_CALLS,109,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,king_of_the_ether_throne.sol,UNCHECKED_LL_CALLS,117,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,king_of_the_ether_throne.sol,UNCHECKED_LL_CALLS,131,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,king_of_the_ether_throne.sol,UNCHECKED_LL_CALLS,173,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,UNCHECKED_LL_CALLS,68,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,UNCHECKED_LL_CALLS,70,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,UNCHECKED_LL_CALLS,72,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,UNCHECKED_LL_CALLS,74,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,UNCHECKED_LL_CALLS,101,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,UNCHECKED_LL_CALLS,1151,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,UNCHECKED_LL_CALLS,1495,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,UNCHECKED_LL_CALLS,2466,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,UNCHECKED_LL_CALLS,24,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xec329ffc97d75fe03428ae155fc7793431487f63.sol,UNCHECKED_LL_CALLS,29,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,UNCHECKED_LL_CALLS,17,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,unchecked_return_value.sol,UNCHECKED_LL_CALLS,16,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,UNCHECKED_LL_CALLS,30,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,UNCHECKED_LL_CALLS,53,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,UNCHECKED_LL_CALLS,64,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,UNCHECKED_LL_CALLS,16,// <yes> <report> UNCHECKED_LL_CALLS
unchecked_low_level_calls,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,UNCHECKED_LL_CALLS,43,// <yes> <report> UNCHECKED_LL_CALLS
other,crypto_roulette.sol,OTHER,39,// <yes> <report> OTHER - uninitialized storage
other,name_registrar.sol,OTHER,22,// <yes> <report> OTHER - uninitialized storage
other,open_address_lottery.sol,OTHER,90,// <yes> <report> OTHER - uninitialized storage
short_addresses,short_address_example.sol,SHORT_ADDRESSES,17,// <yes> <report> SHORT_ADDRESSES
denial_of_service,dos_address.sol,DENIAL_OF_SERVICE,15,// <yes> <report> DENIAL_OF_SERVICE
denial_of_service,dos_number.sol,DENIAL_OF_SERVICE,17,// <yes> <report> DENIAL_OF_SERVICE
denial_of_service,send_loop.sol,DENIAL_OF_SERVICE,23,// <yes> <report> DENIAL_OF_SERVICE
denial_of_service,list_dos.sol,DENIAL_OF_SERVICE,45,// <yes> <report> DENIAL_OF_SERVICE
denial_of_service,list_dos.sol,DENIAL_OF_SERVICE,47,// <yes> <report> DENIAL_OF_SERVICE
denial_of_service,auction.sol,DENIAL_OF_SERVICE,22,// <yes> <report> DENIAL_OF_SERVICE
denial_of_service,dos_simple.sol,DENIAL_OF_SERVICE,16,// <yes> <report> DENIAL_OF_SERVICE
front_running,ERC20.sol,FRONT_RUNNING,109,// <yes> <report> FRONT_RUNNING
front_running,ERC20.sol,FRONT_RUNNING,112,// <yes> <report> FRONT_RUNNING
front_running,FindThisHash.sol,FRONT_RUNNING,16,// <yes> <report> FRONT_RUNNING
front_running,eth_tx_order_dependence_minimal.sol,FRONT_RUNNING,22,// <yes> <report> FRONT_RUNNING
front_running,eth_tx_order_dependence_minimal.sol,FRONT_RUNNING,30,// <yes> <report> FRONT_RUNNING
front_running,odds_and_evens.sol,FRONT_RUNNING,24,// <yes> <report> FRONT_RUNNING
front_running,odds_and_evens.sol,FRONT_RUNNING,27,// <yes> <report> FRONT_RUNNING
access_control,multiowned_vulnerable.sol,ACCESS_CONTROL,37,// <yes> <report> ACCESS_CONTROL
access_control,phishable.sol,ACCESS_CONTROL,19,// <yes> <report> ACCESS_CONTROL
access_control,incorrect_constructor_name1.sol,ACCESS_CONTROL,19,// <yes> <report> ACCESS_CONTROL
access_control,wallet_03_wrong_constructor.sol,ACCESS_CONTROL,18,// <yes> <report> ACCESS_CONTROL
access_control,incorrect_constructor_name2.sol,ACCESS_CONTROL,17,// <yes> <report> ACCESS_CONTROL
access_control,incorrect_constructor_name3.sol,ACCESS_CONTROL,16,// <yes> <report> ACCESS_CONTROL
access_control,proxy.sol,ACCESS_CONTROL,18,// <yes> <report> ACCESS_CONTROL
access_control,parity_wallet_bug_1.sol,ACCESS_CONTROL,222,// <yes> <report> ACCESS_CONTROL
access_control,parity_wallet_bug_1.sol,ACCESS_CONTROL,436,// <yes> <report> ACCESS_CONTROL
access_control,parity_wallet_bug_2.sol,ACCESS_CONTROL,225,// <yes> <report> ACCESS_CONTROL
access_control,parity_wallet_bug_2.sol,ACCESS_CONTROL,232,// <yes> <report> ACCESS_CONTROL
access_control,wallet_04_confused_sign.sol,ACCESS_CONTROL,29,// <yes> <report> ACCESS_CONTROL
access_control,FibonacciBalance.sol,ACCESS_CONTROL,30,// <yes> <report> ACCESS_CONTROL
access_control,FibonacciBalance.sol,ACCESS_CONTROL,37,// <yes> <report> ACCESS_CONTROL
access_control,unprotected0.sol,ACCESS_CONTROL,24,// <yes> <report> ACCESS_CONTROL
access_control,rubixi.sol,ACCESS_CONTROL,22,// <yes> <report> ACCESS_CONTROL
access_control,arbitrary_location_write_simple.sol,ACCESS_CONTROL,26,// <yes> <report> ACCESS_CONTROL
access_control,mycontract.sol,ACCESS_CONTROL,19,// <yes> <report> ACCESS_CONTROL
access_control,wallet_02_refund_nosub.sol,ACCESS_CONTROL,35,// <yes> <report> ACCESS_CONTROL
access_control,simple_suicide.sol,ACCESS_CONTROL,11,// <yes> <report> ACCESS_CONTROL
access_control,mapping_write.sol,ACCESS_CONTROL,19,// <yes> <report> ACCESS_CONTROL
arithmetic,token.sol,ARITHMETIC,19,// <yes> <report> ARITHMETIC
arithmetic,token.sol,ARITHMETIC,21,// <yes> <report> ARITHMETIC
arithmetic,overflow_single_tx.sol,ARITHMETIC,17,// <yes> <report> ARITHMETIC
arithmetic,overflow_single_tx.sol,ARITHMETIC,23,// <yes> <report> ARITHMETIC
arithmetic,overflow_single_tx.sol,ARITHMETIC,29,// <yes> <report> ARITHMETIC
arithmetic,overflow_single_tx.sol,ARITHMETIC,35,// <yes> <report> ARITHMETIC
arithmetic,overflow_single_tx.sol,ARITHMETIC,41,// <yes> <report> ARITHMETIC
arithmetic,overflow_single_tx.sol,ARITHMETIC,47,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_minimal.sol,ARITHMETIC,16,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_add.sol,ARITHMETIC,16,// <yes> <report> ARITHMETIC
arithmetic,insecure_transfer.sol,ARITHMETIC,17,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_benign_1.sol,ARITHMETIC,16,// <yes> <report> ARITHMETIC
arithmetic,timelock.sol,ARITHMETIC,21,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_1.sol,ARITHMETIC,13,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_mapping_sym_1.sol,ARITHMETIC,15,// <yes> <report> ARITHMETIC
arithmetic,overflow_simple_add.sol,ARITHMETIC,13,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_mul.sol,ARITHMETIC,16,// <yes> <report> ARITHMETIC
arithmetic,tokensalechallenge.sol,ARITHMETIC,22,// <yes> <report> ARITHMETIC
arithmetic,tokensalechallenge.sol,ARITHMETIC,24,// <yes> <report> ARITHMETIC
arithmetic,tokensalechallenge.sol,ARITHMETIC,32,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_multitx_multifunc_feasible.sol,ARITHMETIC,24,// <yes> <report> ARITHMETIC
arithmetic,BECToken.sol,ARITHMETIC,263,// <yes> <report> ARITHMETIC
arithmetic,integer_overflow_multitx_onefunc_feasible.sol,ARITHMETIC,21,// <yes> <report> ARITHMETIC
time_manipulation,ether_lotto.sol,TIME_MANIPULATION,42,// <yes> <report> TIME_MANIPULATION
time_manipulation,roulette.sol,TIME_MANIPULATION,17,// <yes> <report> TIME_MANIPULATION
time_manipulation,roulette.sol,TIME_MANIPULATION,19,// <yes> <report> TIME_MANIPULATION
time_manipulation,lottopollo.sol,TIME,12,// <yes> <report> TIME MANIPULATION
time_manipulation,lottopollo.sol,TIME,26,// <yes> <report> TIME MANIPULATION
time_manipulation,governmental_survey.sol,TIME_MANIPULATION,26,// <yes> <report> TIME_MANIPULATION
time_manipulation,timed_crowdsale.sol,TIME_MANIPULATION,12,// <yes> <report> TIME_MANIPULATION
